Lead_ID,Region,State,Course,Time_Slot,Pitch_Category,Pitch_Minutes,Followup_Gap,Script_Tone,Attempts,Lag,ELT,Outreach_Type,Engagement_Score,Lead_Score,High_Engagement,Conversion_Probability
L00211,West,Maharashtra,Full Stack,Evening,Short,2.7,3-5 Days,Formal,1,7.4,12.1,Direct,87,76,1,59.3
L00212,South,Tamil Nadu,Data Science,Morning,Medium,6.1,3-5 Days,Casual,1,1.2,9.7,Direct,68,54,0,52.3
L00213,North,Delhi,Full Stack,Morning,Short,2.5,1 Day,Semi-Formal,1,6,15.5,Campus Ambassador,83,67,1,53.2
L00214,East,West Bengal,Data Science,Evening,Long,10.3,Same Day,Formal,1,6.3,15,Direct,74,60,1,48
L00215,North,Uttar Pradesh,Full Stack,Afternoon,Short,1.2,Same Day,Semi-Formal,1,10.2,13.2,Campus Ambassador,86,70,1,67.4
L00216,South,Karnataka,AI & ML,Evening,Medium,6.5,2 Days,Casual,1,5.3,8.5,Direct,71,57,1,44.4
L00217,North,Rajasthan,Full Stack,Morning,Short,2.9,Same Day,Semi-Formal,1,4,15.1,Direct,100,84,1,83.3
L00218,East,West Bengal,Cybersecurity,Evening,Short,1.1,2 Days,Semi-Formal,1,5.4,14.7,Direct,54,45,0,49.4
L00219,North,Rajasthan,Full Stack,Morning,Long,9.4,Same Day,Semi-Formal,1,6,13.3,Direct,83,65,1,67.1
L00220,South,Karnataka,Full Stack,Evening,Medium,6.9,1 Day,Formal,1,4.2,10,Direct,73,68,1,76.2
L00221,North,Rajasthan,Data Science,Morning,Long,9.7,Same Day,Casual,1,8.9,13.4,Campus Ambassador,60,50,0,48.7
L00222,West,Goa,Data Science,Morning,Medium,5.2,Same Day,Formal,2,6.4,14.5,Direct,68,61,0,47.8
L00223,North,Delhi,Cloud,Afternoon,Short,2.8,1 Day,Casual,1,5.7,14.4,Direct,64,51,0,44.9
L00224,East,West Bengal,AI & ML,Morning,Short,1.1,1 Day,Formal,1,3.7,13,Campus Ambassador,66,66,0,40
L00225,East,Bihar,Cybersecurity,Evening,Medium,6.1,Same Day,Formal,1,6.3,13.6,Direct,60,57,0,49.4
L00226,West,Goa,AI & ML,Afternoon,Medium,6.4,1 Day,Semi-Formal,1,8.2,13,Direct,50,40,0,39.1
L00227,North,Punjab,Full Stack,Evening,Long,9.1,Same Day,Semi-Formal,1,7,11.6,Direct,89,72,1,73.6
L00228,South,Andhra Pradesh,AI & ML,Morning,Medium,5,1 Day,Semi-Formal,1,2.6,15,Direct,82,70,1,46.9
L00229,South,Telangana,AI & ML,Morning,Medium,5.7,1 Day,Casual,1,6,16.8,Campus Ambassador,68,54,0,53.6
L00230,East,Odisha,Cybersecurity,Afternoon,Short,1.8,Same Day,Formal,1,7.2,7.5,Direct,67,59,0,61.2
L00231,East,Jharkhand,Data Science,Afternoon,Medium,5.6,Same Day,Semi-Formal,1,5.9,11.6,Campus Ambassador,68,65,0,58.4
L00232,West,Maharashtra,Data Science,Morning,Short,1.9,3-5 Days,Formal,1,6.3,14,Direct,47,46,0,38.4
L00233,West,Maharashtra,AI & ML,Evening,Short,1.1,2 Days,Casual,1,2.1,12,Direct,76,71,1,60.8
L00234,South,Andhra Pradesh,Full Stack,Evening,Medium,5.5,1 Day,Formal,1,5.4,12.1,Direct,66,55,0,36.7
L00235,South,Karnataka,Full Stack,Evening,Medium,6.3,1 Day,Formal,1,3.5,13,Campus Ambassador,70,62,1,51.5
L00236,South,Tamil Nadu,Data Science,Morning,Medium,5.7,Same Day,Formal,1,5.7,10.5,Direct,60,60,0,47.2
L00237,East,Bihar,Data Science,Evening,Short,2.1,Same Day,Formal,4,4.7,10.4,Campus Ambassador,60,59,0,68.8
L00238,South,Karnataka,AI & ML,Morning,Short,2.6,1 Day,Formal,1,1.8,10.8,Direct,72,62,1,47
L00239,West,Goa,Full Stack,Evening,Medium,5.9,2 Days,Casual,1,6.7,17,Direct,62,61,0,30.8
L00240,North,Rajasthan,Cybersecurity,Evening,Short,1.8,2 Days,Semi-Formal,1,5.3,12.5,Campus Ambassador,64,57,0,55.8
L00241,East,Odisha,Full Stack,Evening,Short,2.9,3-5 Days,Casual,1,6.4,11.2,Campus Ambassador,57,58,0,68.3
L00242,West,Maharashtra,Cloud,Afternoon,Long,9.3,2 Days,Semi-Formal,1,5.2,8.8,Direct,85,76,1,77.1
L00243,East,Jharkhand,Data Science,Evening,Medium,6.8,Same Day,Formal,1,6.3,18,Direct,44,49,0,51.4
L00244,West,Maharashtra,Cloud,Morning,Short,2,3-5 Days,Semi-Formal,1,7.6,12.8,Campus Ambassador,78,74,1,72.1
L00245,South,Tamil Nadu,Full Stack,Morning,Short,1.3,Same Day,Semi-Formal,1,5.8,16.4,Direct,100,76,1,67.7
L00246,South,Telangana,Data Science,Evening,Short,2.6,Same Day,Semi-Formal,1,6.2,14.2,Direct,84,65,1,55.7
L00247,South,Telangana,Full Stack,Evening,Medium,5.6,Same Day,Semi-Formal,1,3.8,12.9,Direct,54,46,0,62.7
L00248,East,Jharkhand,Data Science,Evening,Short,2.2,1 Day,Semi-Formal,1,6.2,9.5,Direct,71,61,1,47.4
L00249,East,Odisha,Full Stack,Evening,Medium,5.4,Same Day,Casual,1,6.4,10.9,Direct,82,66,1,70.3
L00250,West,Gujarat,Data Science,Morning,Short,1.4,Same Day,Casual,1,5,16.3,Campus Ambassador,86,68,1,67.9
L00251,North,Uttar Pradesh,AI & ML,Morning,Medium,6.8,Same Day,Formal,1,5.7,14.2,Direct,81,65,1,61.3
L00252,West,Maharashtra,Cloud,Afternoon,Medium,5.6,Same Day,Casual,1,8,17.3,Direct,67,63,0,49.2
L00253,West,Goa,AI & ML,Morning,Medium,6.9,1 Day,Semi-Formal,1,2,16.5,Direct,72,62,1,48.3
L00254,North,Punjab,AI & ML,Afternoon,Short,1.5,1 Day,Semi-Formal,1,6,12.1,Direct,73,67,1,67
L00255,South,Kerala,Cybersecurity,Evening,Short,2.5,2 Days,Casual,1,5,12.4,Campus Ambassador,60,59,0,52.4
L00256,South,Kerala,Data Science,Evening,Short,2.9,3-5 Days,Semi-Formal,1,4.5,16.2,Direct,80,73,1,68.5
L00257,North,Punjab,Full Stack,Afternoon,Long,10.4,Same Day,Casual,1,4.4,13.6,Direct,52,53,0,35
L00258,West,Maharashtra,Data Science,Morning,Short,1.3,3-5 Days,Formal,1,3.2,14.3,Campus Ambassador,60,52,0,55.6
L00259,East,Bihar,Full Stack,Evening,Short,2.6,1 Day,Semi-Formal,1,5.1,8,Direct,90,82,1,58
L00260,West,Goa,Full Stack,Evening,Long,9.7,1 Day,Formal,1,4.8,12.4,Direct,57,55,0,53.2
L00261,West,Maharashtra,AI & ML,Morning,Medium,5.4,Same Day,Formal,1,5.4,14.5,Campus Ambassador,80,63,1,73.9
L00262,North,Haryana,Data Science,Afternoon,Medium,5.6,1 Day,Casual,1,5.4,11.7,Direct,90,76,1,60.3
L00263,West,Goa,Cloud,Afternoon,Medium,5.8,1 Day,Formal,1,7.9,12.1,Campus Ambassador,62,59,0,48.7
L00264,East,Jharkhand,Cloud,Evening,Medium,6.5,2 Days,Formal,1,6.8,13.6,Direct,56,53,0,57.2
L00265,South,Tamil Nadu,Cybersecurity,Morning,Medium,5.1,1 Day,Formal,1,3.5,13.9,Direct,47,45,0,25
L00266,North,Punjab,AI & ML,Morning,Short,1.8,Same Day,Casual,1,4.3,16.7,Campus Ambassador,90,75,1,63.3
L00267,South,Tamil Nadu,Full Stack,Morning,Long,10.3,1 Day,Semi-Formal,1,1,10.7,Direct,72,58,1,58.7
L00268,South,Kerala,Cybersecurity,Afternoon,Medium,6.3,2 Days,Casual,1,8.4,12,Direct,73,62,1,54.4
L00269,North,Punjab,Cloud,Evening,Medium,5.4,2 Days,Formal,1,3.8,16.4,Direct,70,56,1,51.8
L00270,West,Gujarat,Cloud,Afternoon,Long,10,Same Day,Formal,1,10.8,15,Direct,71,58,1,42
L00271,North,Haryana,AI & ML,Morning,Short,1.6,1 Day,Casual,1,2.9,16.9,Direct,63,63,0,68.1
L00272,West,Goa,Data Science,Morning,Short,1.5,Same Day,Formal,1,4.5,10,Direct,58,48,0,44.1
L00273,North,Punjab,AI & ML,Morning,Long,10,1 Day,Formal,1,2.9,9.3,Direct,50,43,0,29
L00274,South,Tamil Nadu,Full Stack,Evening,Medium,5.2,Same Day,Formal,1,2.1,18.9,Direct,62,59,0,36
L00275,South,Telangana,Cloud,Morning,Medium,5.3,Same Day,Semi-Formal,1,6.1,13.6,Direct,60,55,0,50.1
L00276,West,Maharashtra,AI & ML,Evening,Long,9.4,Same Day,Casual,1,7.5,13.8,Direct,81,75,1,61.2
L00277,West,Goa,Cloud,Morning,Medium,5.6,2 Days,Semi-Formal,1,1.4,12.7,Direct,58,53,0,48.3
L00278,North,Uttar Pradesh,Data Science,Afternoon,Short,2.9,1 Day,Semi-Formal,1,7.9,16.2,Direct,76,64,1,50
L00279,South,Karnataka,AI & ML,Afternoon,Long,10.6,Same Day,Semi-Formal,1,5.9,13.6,Direct,77,62,1,61.8
L00280,West,Goa,Cybersecurity,Afternoon,Long,9.9,Same Day,Formal,1,3.5,13.5,Campus Ambassador,60,56,0,56
L00281,North,Punjab,Cybersecurity,Evening,Long,9.4,Same Day,Semi-Formal,1,8.2,12,Direct,82,71,1,72.7
L00282,South,Tamil Nadu,AI & ML,Evening,Short,2.8,1 Day,Formal,1,4.7,12.8,Campus Ambassador,79,69,1,44.1
L00283,North,Punjab,Full Stack,Evening,Short,1.8,3-5 Days,Formal,1,6.5,11,Campus Ambassador,89,77,1,57.6
L00284,West,Gujarat,Cloud,Morning,Medium,6.7,2 Days,Casual,1,4.2,12.4,Direct,73,60,1,60.5
L00285,East,Jharkhand,Data Science,Morning,Medium,5.9,1 Day,Semi-Formal,1,5.8,15.5,Direct,62,56,0,55.2
L00286,South,Telangana,Data Science,Evening,Long,9,1 Day,Semi-Formal,1,2.9,10.7,Campus Ambassador,57,57,0,43.4
L00287,East,Bihar,Cybersecurity,Evening,Short,1.3,1 Day,Semi-Formal,1,6.8,18.5,Direct,66,59,0,58.5
L00288,South,Kerala,Cloud,Evening,Long,10,Same Day,Casual,1,9,11.9,Campus Ambassador,34,38,0,51.7
L00289,South,Andhra Pradesh,AI & ML,Afternoon,Long,10.4,Same Day,Semi-Formal,1,3.9,11,Direct,77,74,1,62.1
L00290,North,Delhi,AI & ML,Afternoon,Long,9.4,2 Days,Semi-Formal,1,6,12.6,Campus Ambassador,59,57,0,51.5
L00291,North,Punjab,Data Science,Evening,Medium,6.3,2 Days,Casual,1,5.5,17.8,Direct,45,37,0,57
L00292,South,Tamil Nadu,Data Science,Morning,Long,10.1,2 Days,Formal,1,2.6,9.5,Direct,44,49,0,45
L00293,South,Kerala,Cloud,Afternoon,Short,2.6,2 Days,Casual,1,3.8,10.1,Direct,68,59,0,33
L00294,North,Uttar Pradesh,Cybersecurity,Morning,Medium,6.2,Same Day,Casual,1,4.6,11,Campus Ambassador,88,68,1,69.8
L00295,North,Uttar Pradesh,Cybersecurity,Afternoon,Medium,6.2,1 Day,Semi-Formal,1,6.4,18.1,Direct,73,58,1,65.4
L00296,West,Gujarat,Full Stack,Evening,Medium,6.6,Same Day,Casual,1,8.1,15.8,Campus Ambassador,93,76,1,82.7
L00297,East,West Bengal,AI & ML,Morning,Medium,5.1,2 Days,Casual,1,7.6,14.6,Direct,77,72,1,64.5
L00298,North,Uttar Pradesh,AI & ML,Afternoon,Short,1.3,Same Day,Semi-Formal,1,3.2,10.9,Campus Ambassador,86,73,1,68
L00299,North,Rajasthan,Cybersecurity,Morning,Short,2.4,3-5 Days,Formal,1,7.5,16.6,Direct,67,67,0,48.8
L00300,West,Maharashtra,Cloud,Morning,Medium,5.6,Same Day,Semi-Formal,1,3.1,13.8,Campus Ambassador,82,76,1,68.7
L00301,West,Goa,Data Science,Afternoon,Short,2.8,Same Day,Formal,1,3.9,11.1,Campus Ambassador,79,70,1,43.8
L00302,West,Maharashtra,AI & ML,Evening,Long,10.6,2 Days,Semi-Formal,1,4.4,15.5,Direct,55,49,0,47.5
L00303,North,Punjab,AI & ML,Evening,Long,9.5,2 Days,Semi-Formal,1,5.2,12.7,Direct,59,56,0,79.7
L00304,East,Odisha,Data Science,Morning,Long,9.5,Same Day,Formal,1,6.4,8.4,Direct,48,51,0,54.2
L00305,North,Haryana,AI & ML,Morning,Short,2.8,Same Day,Semi-Formal,1,4.3,11.4,Direct,75,72,1,61.6
L00306,East,Odisha,Cloud,Afternoon,Long,10.2,Same Day,Casual,1,4.6,11.7,Campus Ambassador,69,56,0,50.8
L00307,East,Jharkhand,Data Science,Evening,Long,10.3,Same Day,Semi-Formal,1,3,17.2,Campus Ambassador,44,43,0,40.7
L00308,South,Kerala,Data Science,Evening,Long,10.6,Same Day,Formal,1,4.7,14.3,Campus Ambassador,79,64,1,72.3
L00309,West,Maharashtra,Full Stack,Evening,Long,9.9,1 Day,Semi-Formal,1,4.4,11.1,Direct,66,56,0,47.7
L00310,West,Gujarat,Full Stack,Morning,Long,9.6,1 Day,Formal,1,3.6,15.9,Direct,63,62,0,63.1
L00311,East,West Bengal,Cybersecurity,Morning,Medium,6.5,Same Day,Semi-Formal,1,5.2,8.7,Direct,80,66,1,68.5
L00312,North,Uttar Pradesh,Full Stack,Afternoon,Medium,5.5,3-5 Days,Formal,1,5.5,10.1,Direct,58,56,0,49.1
L00313,South,Kerala,Cybersecurity,Morning,Short,3,Same Day,Formal,1,5.7,13.8,Campus Ambassador,83,71,1,71.4
L00314,North,Uttar Pradesh,Full Stack,Morning,Medium,6.7,Same Day,Casual,1,7.1,11.1,Direct,79,73,1,67.1
L00315,East,Bihar,Cloud,Evening,Medium,6.8,Same Day,Semi-Formal,1,6.2,12,Campus Ambassador,64,53,0,42.3
L00316,West,Goa,Cloud,Evening,Short,2.3,1 Day,Formal,1,2.7,14.8,Campus Ambassador,88,71,1,53.9
L00317,West,Goa,Data Science,Morning,Medium,5.9,1 Day,Formal,1,5,12.1,Direct,51,44,0,44.1
L00318,North,Haryana,Data Science,Morning,Long,10.3,Same Day,Formal,1,5.9,17.3,Direct,68,60,0,44.9
L00319,North,Punjab,Full Stack,Morning,Medium,5.9,2 Days,Casual,1,1,15.9,Campus Ambassador,56,53,0,41.2
L00320,East,Jharkhand,Full Stack,Afternoon,Long,10.2,1 Day,Casual,1,6.6,11,Direct,57,55,0,49.7
L00321,North,Punjab,AI & ML,Evening,Short,1.1,2 Days,Semi-Formal,4,2.6,13.6,Direct,74,68,1,48
L00322,North,Delhi,Cybersecurity,Evening,Medium,6.3,1 Day,Semi-Formal,1,6.2,14.1,Direct,56,50,0,46.2
L00323,North,Rajasthan,Data Science,Morning,Medium,6.6,Same Day,Semi-Formal,1,6,15.8,Direct,90,76,1,64.5
L00324,West,Maharashtra,Cloud,Morning,Medium,5.1,Same Day,Casual,1,9.3,11.7,Direct,65,56,0,24.4
L00325,South,Andhra Pradesh,Cybersecurity,Morning,Long,10.3,Same Day,Formal,1,4.2,14.8,Direct,48,48,0,28.3
L00326,North,Uttar Pradesh,AI & ML,Afternoon,Medium,6,3-5 Days,Semi-Formal,1,8.3,11.3,Campus Ambassador,66,59,0,44.6
L00327,West,Maharashtra,Data Science,Evening,Medium,5.4,2 Days,Semi-Formal,1,5.1,10.6,Direct,60,53,0,33.8
L00328,North,Punjab,Cybersecurity,Morning,Short,2.8,1 Day,Casual,1,3.7,6.4,Direct,83,63,1,64.3
L00329,South,Telangana,AI & ML,Morning,Medium,6.7,2 Days,Semi-Formal,1,4,11,Campus Ambassador,45,43,0,36.6
L00330,West,Maharashtra,Cloud,Afternoon,Short,2,3-5 Days,Semi-Formal,1,7.5,12.8,Direct,61,58,0,53.2
L00331,East,Odisha,Data Science,Afternoon,Long,9.8,2 Days,Casual,1,3.5,11.3,Campus Ambassador,65,63,0,55.4
L00332,North,Uttar Pradesh,AI & ML,Morning,Short,1.8,Same Day,Semi-Formal,1,3.2,13.6,Direct,84,75,1,84.4
L00333,South,Tamil Nadu,AI & ML,Morning,Short,1.9,1 Day,Formal,1,5.1,12.6,Direct,78,70,1,46.7
L00334,North,Rajasthan,Data Science,Afternoon,Medium,5.9,Same Day,Semi-Formal,1,5.6,14.9,Direct,74,63,1,85.6
L00335,North,Rajasthan,Cloud,Afternoon,Short,2.7,Same Day,Semi-Formal,1,1,11.9,Direct,83,73,1,53
L00336,North,Punjab,Cloud,Evening,Short,2,Same Day,Formal,1,2.2,9.5,Campus Ambassador,100,85,1,52.7
L00337,North,Haryana,Data Science,Evening,Medium,6.6,2 Days,Semi-Formal,1,4.4,12.9,Direct,71,62,1,50.9
L00338,North,Punjab,Cloud,Evening,Long,10.5,1 Day,Casual,1,5.2,13.2,Direct,89,77,1,70.3
L00339,South,Andhra Pradesh,Cloud,Evening,Medium,6.6,1 Day,Casual,1,7.9,8.1,Campus Ambassador,40,48,0,31.9
L00340,North,Delhi,Full Stack,Morning,Medium,6.4,Same Day,Formal,1,2.2,10,Direct,83,68,1,67.8
L00341,East,Bihar,AI & ML,Morning,Short,2.2,1 Day,Semi-Formal,1,4,11.5,Campus Ambassador,56,49,0,54.7
L00342,North,Uttar Pradesh,Data Science,Evening,Long,10.8,Same Day,Formal,1,5.7,9.4,Direct,56,47,0,57.4
L00343,West,Gujarat,AI & ML,Evening,Short,1.3,Same Day,Semi-Formal,1,5.8,16.8,Direct,96,80,1,53.3
L00344,South,Karnataka,AI & ML,Morning,Medium,6,1 Day,Semi-Formal,1,1.1,13,Direct,70,63,1,67.4
L00345,West,Goa,AI & ML,Morning,Short,1.1,1 Day,Semi-Formal,1,5.5,8.5,Campus Ambassador,80,65,1,56.6
L00346,North,Punjab,Data Science,Morning,Short,1.5,2 Days,Formal,3,7.4,14.5,Direct,79,73,1,55.6
L00347,East,Bihar,Cloud,Morning,Long,9.3,Same Day,Formal,1,5,17.5,Direct,66,59,0,61.4
L00348,West,Gujarat,Data Science,Afternoon,Short,1.4,1 Day,Formal,1,6.5,10.5,Direct,77,60,1,53.6
L00349,West,Gujarat,Data Science,Evening,Long,9.8,2 Days,Formal,1,1,11.7,Direct,56,57,0,59.3
L00350,East,Jharkhand,Data Science,Morning,Medium,6.7,1 Day,Formal,1,5.9,11.6,Direct,43,46,0,35.9
L00351,North,Delhi,Cloud,Evening,Long,10,1 Day,Formal,1,3.9,13.9,Direct,44,39,0,46.2
L00352,South,Kerala,Data Science,Morning,Long,10,2 Days,Semi-Formal,1,4.5,10.5,Campus Ambassador,44,44,0,34.2
L00353,South,Andhra Pradesh,Full Stack,Evening,Medium,6.8,Same Day,Semi-Formal,1,7.6,14.9,Direct,72,60,1,41.3
L00354,West,Maharashtra,Data Science,Evening,Short,1.3,1 Day,Semi-Formal,1,1,16.2,Direct,65,61,0,52.5
L00355,South,Kerala,AI & ML,Morning,Long,9,1 Day,Semi-Formal,1,5.4,12.9,Direct,73,69,1,54.3
L00356,West,Maharashtra,Full Stack,Afternoon,Medium,6.4,Same Day,Semi-Formal,1,9.1,12.1,Direct,77,67,1,59.2
L00357,North,Rajasthan,Data Science,Morning,Long,9.1,3-5 Days,Formal,1,3.8,9.2,Campus Ambassador,57,51,0,35.1
L00358,West,Maharashtra,AI & ML,Morning,Long,9.2,1 Day,Formal,1,8.5,15.4,Direct,59,49,0,58.4
L00359,South,Tamil Nadu,Data Science,Afternoon,Short,2.3,Same Day,Formal,1,6.9,12.3,Direct,88,71,1,49.8
L00360,East,Jharkhand,Cloud,Morning,Long,10.6,1 Day,Formal,1,3.4,12.8,Campus Ambassador,41,40,0,37.3
L00361,North,Rajasthan,Cloud,Morning,Short,1.7,Same Day,Formal,1,5.5,16.8,Campus Ambassador,78,72,1,75.3
L00362,West,Gujarat,Cybersecurity,Afternoon,Short,1.4,2 Days,Casual,1,1.1,12.7,Direct,86,77,1,53.9
L00363,North,Punjab,Data Science,Afternoon,Short,2.3,2 Days,Semi-Formal,4,9.4,12.3,Direct,78,69,1,52.3
L00364,West,Gujarat,AI & ML,Evening,Short,1.6,Same Day,Formal,1,5.3,13.1,Direct,75,58,1,60.8
L00365,West,Goa,AI & ML,Evening,Short,1.1,Same Day,Formal,1,3.4,9.8,Direct,71,66,1,45.5
L00366,North,Haryana,Data Science,Evening,Short,2.3,2 Days,Formal,1,3.7,15.8,Direct,75,59,1,37.7
L00367,South,Tamil Nadu,AI & ML,Evening,Short,2.3,1 Day,Casual,1,2.1,11.4,Direct,70,64,1,46.2
L00368,North,Uttar Pradesh,Full Stack,Evening,Short,1.9,2 Days,Casual,1,5.6,20.9,Direct,75,68,1,56.5
L00369,South,Tamil Nadu,Cybersecurity,Morning,Short,2.6,Same Day,Formal,1,6.3,15.1,Direct,86,74,1,62
L00370,South,Andhra Pradesh,Cloud,Afternoon,Medium,5.6,Same Day,Semi-Formal,1,4,8.2,Direct,67,60,0,73.3
L00371,West,Maharashtra,Data Science,Evening,Long,10.5,Same Day,Formal,1,8.8,14,Campus Ambassador,68,58,0,55
L00372,West,Maharashtra,Cybersecurity,Morning,Short,2.3,3-5 Days,Casual,1,7.7,16.6,Direct,64,56,0,65.5
L00373,North,Punjab,AI & ML,Evening,Long,9.3,2 Days,Casual,1,1.4,13.4,Campus Ambassador,43,43,0,33.1
L00374,North,Rajasthan,Cloud,Evening,Long,10.9,1 Day,Formal,1,5.9,17,Direct,50,42,0,53.9
L00375,North,Haryana,Cybersecurity,Morning,Medium,5.2,1 Day,Formal,1,8.2,14.1,Direct,61,54,0,60.4
L00376,South,Kerala,AI & ML,Morning,Medium,5.7,2 Days,Casual,1,4.3,13.1,Campus Ambassador,54,53,0,66.9
L00377,West,Gujarat,Data Science,Evening,Medium,5,Same Day,Formal,1,7.1,12.8,Campus Ambassador,86,68,1,60.5
L00378,South,Kerala,Cloud,Morning,Medium,5.9,Same Day,Formal,3,4.8,10.5,Direct,74,63,1,40.8
L00379,East,West Bengal,Full Stack,Morning,Long,10.9,2 Days,Formal,1,4.7,14.6,Campus Ambassador,52,46,0,57.6
L00380,West,Maharashtra,AI & ML,Evening,Medium,6.2,1 Day,Semi-Formal,1,8,8.7,Direct,84,68,1,49.9
L00381,West,Gujarat,Cybersecurity,Evening,Medium,5.7,1 Day,Formal,1,9.9,9,Direct,51,44,0,36.1
L00382,North,Delhi,AI & ML,Evening,Long,9,1 Day,Casual,1,5.2,15.7,Direct,47,49,0,56.5
L00383,West,Gujarat,Cybersecurity,Evening,Short,2.1,Same Day,Semi-Formal,1,6.5,15,Direct,80,70,1,58.6
L00384,South,Andhra Pradesh,Data Science,Afternoon,Medium,6.1,Same Day,Casual,1,6.2,11.8,Direct,55,50,0,53.9
L00385,North,Punjab,Data Science,Evening,Medium,5.5,1 Day,Casual,1,3.9,10.3,Direct,68,62,0,51.9
L00386,East,Bihar,Cybersecurity,Evening,Long,9.6,1 Day,Formal,1,1,10.1,Direct,58,56,0,43.9
L00387,East,West Bengal,Cybersecurity,Evening,Medium,6.2,Same Day,Semi-Formal,1,4.5,11.8,Campus Ambassador,92,78,1,56.1
L00388,North,Haryana,AI & ML,Evening,Short,1.3,2 Days,Semi-Formal,1,4.8,12.7,Direct,83,67,1,63.2
L00389,East,Bihar,Cloud,Evening,Medium,6.1,1 Day,Casual,1,2.9,12.6,Direct,86,71,1,66.4
L00390,East,Jharkhand,Data Science,Morning,Long,9.4,2 Days,Casual,1,6.3,11.4,Campus Ambassador,74,59,1,61.5
L00391,South,Telangana,Cybersecurity,Morning,Long,10.5,1 Day,Semi-Formal,1,2.2,14.4,Direct,62,57,0,46.3
L00392,East,West Bengal,AI & ML,Morning,Short,3,Same Day,Formal,1,4.2,14.8,Campus Ambassador,60,60,0,51.7
L00393,West,Gujarat,Data Science,Morning,Short,2.4,2 Days,Formal,2,8,14.4,Campus Ambassador,58,56,0,46.8
L00394,South,Kerala,Full Stack,Evening,Long,9.4,3-5 Days,Casual,2,4.5,12.5,Campus Ambassador,43,36,0,66.8
L00395,North,Uttar Pradesh,Data Science,Morning,Long,10.8,2 Days,Casual,1,6.6,17.6,Direct,79,71,1,68.9
L00396,South,Telangana,Data Science,Afternoon,Long,9.1,2 Days,Semi-Formal,1,6.7,17.2,Campus Ambassador,34,42,0,28.5
L00397,South,Kerala,Cybersecurity,Evening,Medium,6.6,1 Day,Formal,1,4.6,12.8,Direct,65,60,0,49.9
L00398,West,Goa,Cloud,Evening,Medium,6,2 Days,Semi-Formal,1,6.1,12.9,Direct,63,59,0,35
L00399,West,Gujarat,Data Science,Morning,Medium,5.8,1 Day,Casual,1,8.4,16.2,Direct,56,48,0,44.5
L00400,South,Karnataka,Cybersecurity,Morning,Medium,6.3,1 Day,Formal,1,4.7,15.7,Direct,60,52,0,52.3
L00401,East,West Bengal,Full Stack,Evening,Long,9.2,2 Days,Casual,1,4.8,12.8,Direct,67,61,0,55
L00402,East,Odisha,Data Science,Evening,Long,10.3,2 Days,Semi-Formal,1,2.6,7.4,Direct,76,68,1,54.6
L00403,North,Punjab,AI & ML,Afternoon,Medium,5.4,2 Days,Formal,1,6.3,15,Campus Ambassador,45,37,0,41.2
L00404,North,Delhi,Full Stack,Morning,Short,2.2,1 Day,Casual,1,5.9,4.3,Campus Ambassador,83,64,1,80.8
L00405,North,Uttar Pradesh,Cybersecurity,Afternoon,Short,2.3,1 Day,Formal,1,7.5,19.1,Direct,74,61,1,70.1
L00406,South,Tamil Nadu,Cybersecurity,Evening,Long,9.9,Same Day,Semi-Formal,1,3.5,11,Campus Ambassador,92,83,1,61.6
L00407,South,Karnataka,Data Science,Morning,Long,10.1,Same Day,Semi-Formal,1,2.5,14.6,Direct,64,62,0,42.4
L00408,North,Haryana,AI & ML,Evening,Medium,6.3,Same Day,Semi-Formal,1,4.5,13.5,Direct,86,66,1,59.2
L00409,North,Rajasthan,AI & ML,Afternoon,Medium,6.4,Same Day,Casual,1,3.1,13.3,Direct,66,59,0,33.2
L00410,South,Tamil Nadu,Data Science,Evening,Medium,5.3,1 Day,Semi-Formal,1,8.2,14.6,Direct,95,72,1,67.1
L00411,South,Kerala,AI & ML,Evening,Short,2.8,1 Day,Semi-Formal,1,7.9,15.8,Campus Ambassador,61,49,0,45.8
L00412,North,Punjab,AI & ML,Afternoon,Short,2.7,2 Days,Casual,1,10.2,13.2,Direct,56,45,0,43
L00413,South,Telangana,Full Stack,Evening,Short,1.3,2 Days,Casual,1,6,17.7,Campus Ambassador,60,53,0,67.1
L00414,North,Uttar Pradesh,AI & ML,Evening,Short,2.8,Same Day,Formal,1,6.2,12.9,Campus Ambassador,76,64,1,75.2
L00415,North,Punjab,Data Science,Afternoon,Short,1.5,Same Day,Formal,1,6.4,13.6,Campus Ambassador,80,67,1,57.1
L00416,West,Gujarat,Data Science,Evening,Medium,5.5,Same Day,Formal,1,6.5,13.2,Direct,61,56,0,50.3
L00417,West,Goa,Full Stack,Morning,Long,10.1,Same Day,Formal,1,1,15.9,Direct,74,58,1,67.5
L00418,East,West Bengal,Cloud,Evening,Medium,5.1,1 Day,Semi-Formal,1,3.5,14.8,Campus Ambassador,85,71,1,48.5
L00419,South,Tamil Nadu,Data Science,Evening,Long,9.8,Same Day,Casual,1,5.7,12.3,Direct,89,67,1,60.6
L00420,West,Maharashtra,Cybersecurity,Afternoon,Long,9.6,Same Day,Formal,1,1,14.2,Direct,58,50,0,44
L00421,North,Haryana,AI & ML,Morning,Medium,5.4,Same Day,Formal,1,2.5,13.4,Campus Ambassador,83,77,1,31.6
L00422,South,Kerala,Cybersecurity,Afternoon,Long,9.8,Same Day,Semi-Formal,1,5.4,10.6,Direct,80,66,1,70.6
